"","TEXT71","PSU","CASENO","STRATIF","LINENO","CASEID","VERSION"
"98","side of the roadway, still rotating counterclockwise, down an embankment and",2,25,"D",3," 25D",22
"99","struck two trees (13 cm and 24 cm) with its right side and a hanging tree",2,25,"D",4," 25D",22
"100","branch.",2,25,"D",5," 25D",22
"101","V1 was traveling west.  V2 was traveling north on a two-lane roadway negotiating",2,26,"E",1," 26E",22
"102","a curve to the left approaching the intersection.  V1 entered the intersection",2,26,"E",2," 26E",22
"103","and struck the right side of V2 with its front.",2,26,"E",3," 26E",22
"104","Vehicle 1 was traveling south on an undivided two-lane road negotiating a right",2,27,"G",1," 27G",22
"105","curve.  The vehicle went off the left side of the road and the front of the",2,27,"G",2," 27G",22
"106","vehicle struck a vertical rock/cut - embankment.  The vehicle continued to",2,27,"G",3," 27G",22
"107","travel south off the roadway and the front of the vehicle struck a 3 cm diameter",2,27,"G",4," 27G",22
"108","tree.  The vehicle continued to travel south and returned to the roadway.  V1",2,27,"G",5," 27G",22
"109","came to final rest in the roadway.",2,27,"G",6," 27G",22
"110","Vehicle 1 was traveling west on an undivided two-lane road negotiating a left",2,28,"K",1," 28K",22
"111","curve.  V1 went off the right side of the road.  The front of the vehicle struck",2,28,"K",2," 28K",22
"112","a 70 cm diameter tree.  The vehicle continued forward and the front of the",2,28,"K",3," 28K",22
"113","vehicle struck a large boulder immediately to the west of the tree.  V1 rotated",2,28,"K",4," 28K",22
"114","clockwise and returned back into the roadway.  The vehicle then overturned and",2,28,"K",5," 28K",22
"115","V1 came to rest on its roof facing east in the eastbound lane.",2,28,"K",6," 28K",22
"116","V1 was traveling west on a two-lane undivided roadway negotiating a curve to the",2,29,"C",1," 29C",22
"117","right.  V1 departed the right side of the road and began to rotate clockwise.",2,29,"C",2," 29C",22
"118","V1 contacted a delineator with its left side.  V1 continued westbound and",2,29,"C",3," 29C",22
"119","contacted a rock embankment with its front and then rolled over two-quarter",2,29,"C",4," 29C",22
"120","turns to the left.  V1 came to final rest, in the roadway, while landing on its",2,29,"C",5," 29C",22
"121","roof.",2,29,"C",6," 29C",22
"122","V1 was traveling east on a two-lane undiivided roadway negotiating a curve to",2,30,"H",1," 30H",22
"123","the right.  V1 went off the left side of the roadway and struck a tree with its",2,30,"H",2," 30H",22
"124","front.",2,30,"H",3," 30H",22
"125","Vehicle 1 was traveling south on an undivided two-lane road negotiating a sharp",2,31,"K",1," 31K",22
"126","right curve on a steep downgrade.  V1 went off the left side of the road.  The",2,31,"K",2," 31K",22
"127","left side of the vehicle swiped a 66 cm diameter tree.  The vehicle continued to",2,31,"K",3," 31K",22
"128","travel south and re-entered the roadway.  The vehicle rotated counterclockwise",2,31,"K",4," 31K",22
"129","and came to rest in the roadway.",2,31,"K",5," 31K",22
"130","V1 was traveling north on a two-lane undivided roadway negotiating a curve to",2,32,"K",1," 32K",22
"131","the right.  V1 went off the left side of the roadway and struck a sapling with",2,32,"K",2," 32K",22
"132","its front.  V1 continued and struck a rock embankment with its front.  V1",2,32,"K",3," 32K",22
"133","rotated counterclockwise and came to rest facing in a southerly direction in the",2,32,"K",4," 32K",22
"134","southbound lane.",2,32,"K",5," 32K",22
"135","V1 was traveling south on a two-lane undivided roadway.  V2 was stopped on the",2,33,"K",1," 33K",22
"136","right shoulder.  V2 entered the roadway and was struck in the left side by the",2,33,"K",2," 33K",22
"137","front of V1.",2,33,"K",3," 33K",22
"138","Vehicle 1 was traveling east on an undivided two-lane road negotiating a left",2,34,"E",1," 34E",22
"139","curve on a downgrade.  V1 went off the left side of the road.  The left front",2,34,"E",2," 34E",22
"140","tire and then the right front tire struck a concrete curb.  The vehicle",2,34,"E",3," 34E",22
"141","continued to travel off the left side of the road and started to rotate",2,34,"E",4," 34E",22
"142","counterclockwise.  The right side of the vehicle then struck a 1.1 meter tree.",2,34,"E",5," 34E",22
"143","The vehicle then rotated clockwise and came to rest off the left side of the",2,34,"E",6," 34E",22
"144","road facing southwest.",2,34,"E",7," 34E",22
"145","Vehicles 1, 2 and 3 were traveling north on a divided one-lane road with vehicle",2,35,"F",1," 35F",22
"146","3 ahead of V2 and V2 ahead of V1.  The front of V1 struck the back of V2.  V2",2,35,"F",2," 35F",22
"147","was propelled forward and the front of V2 struck the back of V3.  All three",2,35,"F",3," 35F",22
"148","vehicles came to rest in the roadway.",2,35,"F",4," 35F",22
"149","V1 and V2 were traveling south on a two-lane undivided two-lane, two-way,",2,36,"H",1," 36H",22
"150","roadway.  V2 stopped in traffic and was struck in the rear by the front of V1.",2,36,"H",2," 36H",22
"151","V1 was traveling east.  V2 was traveling west.  V1 entered the intersection and",2,37,"D",1," 37D",22
"152","struck the front of V2 with its front. V1 rotated counterclockwise and struck a",2,37,"D",2," 37D",22
"153","metal guardrail with its back.",2,37,"D",3," 37D",22
"154","Vehicle 1 was traveling east on an undivided four-lane roadway.  V1 went off the",2,38,"F",1," 38F",22
"155","right side and the front struck a 33 cm diameter utility pole.  V1 rotated",2,38,"F",2," 38F",22
"156","clockwise and came to rest off the right side of the road.",2,38,"F",3," 38F",22
"157","Vehicle 1 was traveling south on an undivided two-lane road negotiating a slight",2,39,"F",1," 39F",22
"158","right curve.  V1 went off the right side of the road.  The front of the vehicle",2,39,"F",2," 39F",22
"159","swiped a 33 by 40 cm tree.  The vehicle deflected to the left, continued to",2,39,"F",3," 39F",22
"160","travel south and the front of the vehicle struck an angled tree stump.  The",2,39,"F",4," 39F",22
"161","vehicle ramped on the tree stump and overturned back into the roadway and came",2,39,"F",5," 39F",22
"162","to rest on the left side.",2,39,"F",6," 39F",22
"163","V1 ws traveling northbound on a two-way roadway with a single lane of travel in",3,1,"G",1,"  1G",22
"164","each direction.  On this roadway V1 impacted a fire hydrant located near the",3,1,"G",2,"  1G",22
"165","southeast corner.",3,1,"G",3,"  1G",22
"166","V1 was traveling eastbound.  V2 was traveling westbound, attmpting a U-turn.  V3",3,2,"F",1,"  2F",22
"167","was legally parked facing eastbound on the same roadway. On this roadway the",3,2,"F",2,"  2F",22
"168","frontal plane of V1 impacted the right side plane of V2.  This caused the",3,2,"F",3,"  2F",22
"169","frontal plane of V1 to impact the rear plane of V3.",3,2,"F",4,"  2F",22
"170","V1 was traveling southbound on a two-way roadway with one lane in each",3,3,"F",1,"  3F",22
"171","direction.  V2 was traveling eastbound on a two-way intersecting roadway with",3,3,"F",2,"  3F",22
"172","one lane in each direction.  V3 was parked and unoccupied on the southeast",3,3,"F",3,"  3F",22
"173","corner of the intersection facing eastbound, and V4 was parked and unoccupied in",3,3,"F",4,"  3F",22
"174","front of V3.  At the intersection, the front plane of V2 impacted the right",3,3,"F",5,"  3F",22
"175","plane of V1. V2 then rolled over and impacted the left plane of V3 and the left",3,3,"F",6,"  3F",22
"176","plane of V4.",3,3,"F",7,"  3F",22
"177","V1 was stopped facing westbound in lane two of a one-way roadway with two lanes",3,4,"G",1,"  4G",22
"178","of travel.  V2 was traveling westbound on the same roadway behind V1.  As V2",3,4,"G",2,"  4G",22
"179","attempted to stop for the traffic control device, the front plane of V2 impacted",3,4,"G",3,"  4G",22
"180","the back plane of V1.",3,4,"G",4,"  4G",22
"181","V1 was traveling eastbound in lane three of a divided two way roadway with a",3,5,"H",1,"  5H",22
"182","positive barrier.  V2 was also traveling easbound in lane three of the same",3,5,"H",2,"  5H",22
"183","roadway behind V1. The front plane of V2 impacted the rear plane of V1.",3,5,"H",3,"  5H",22
"184","V1 was traveling eastbound.  The frontal plane of V1 impacted an utility pole",3,6,"D",1,"  6D",22
"185","located off the southside curbline.",3,6,"D",2,"  6D",22
"186","V1 was traveling eastbound in lane two of a divided two-way roadway with three",3,7,"F",1,"  7F",22
"187","lanes of travel in each direction.  V2 was traveling eastbound in lane three of",3,7,"F",2,"  7F",22
"188","the same roadway.   V1 slowed down and attempted to make a U-turn at an",3,7,"F",3,"  7F",22
"189","intersection, when the front plane of V2 impacted the back plane of V1.",3,7,"F",4,"  7F",22
"190","V1 was leaving a parked location heading westbound on a two way roadway with a",3,8,"H",1,"  8H",22
"191","single lane of travel in each direction.  V2 was traveling westbound in the lane",3,8,"H",2,"  8H",22
"192","of travel on the same roadway. The frontal plane of V2 impacted the left side",3,8,"H",3,"  8H",22
"193","of V1.",3,8,"H",4,"  8H",22
"194","V1 was traveling eastbound on a two-way roadway with one lane of travel in each",3,9,"D",1,"  9D",22
"195","direction.  V2 was traveling westbound on the same roadway. V3, V4, V5, V6, V7,",3,9,"D",2,"  9D",22
"196","and V8 were all legally parked and unoccupied in the designated parking lane on",3,9,"D",3,"  9D",22
"197","the eastbound roadway.  V1 swerved into the westbound lane and the front plane",3,9,"D",4,"  9D",22
"198","of V1 impacted the front plane of V2, then the front plane of V1 impacted the",3,9,"D",5,"  9D",22
"199","front plane of V3.  Then V2 came across into the eastbound lanes and its front",3,9,"D",6,"  9D",22
"200","plane impacted the front plane of V4.  The left plane of V4 impacted the right",3,9,"D",7,"  9D",22
"201","plane of V5, and then the left plane of V5 impacted the right plane of V6, and",3,9,"D",8,"  9D",22
"202","the left plane of V6 impacted the right plane of V7, and then the left plane of",3,9,"D",9,"  9D",22
"203","V7 impacted the right plane of V8.",3,9,"D",10,"  9D",22
"204","V1 was traveling northbound  with V2 following directly behicd. As V1 slowed",3,10,"G",1," 10G",22
"205","down the front plane of V2 contacted the back plane of V1.",3,10,"G",2," 10G",22
"206","V1 was traveling westbound.  V2 was traveling northbound.  V3 was legally parked",3,11,"H",1," 11H",22
"207","facing northbound on the northwest corner.  At the intersection the frontal",3,11,"H",2," 11H",22
"208","plane of V1 impacted the right plane of V2.  This caused the left side plane of",3,11,"H",3," 11H",22
"209","V1 to side slap the right plane of V2.  Then the left side plane of V2 impacted",3,11,"H",4," 11H",22
"210","the rear plane of V3.",3,11,"H",5," 11H",22
"211","V1 was traveling northbound on a one-way roadway with one lane of travel.  V2",3,12,"E",1," 12E",22
"212","was traveling eastbound on a two-way roadway with one lane in each direction.",3,12,"E",2," 12E",22
"213","At the intersection, V1 attempted to make a left turn when the front plane of V2",3,12,"E",3," 12E",22
"214","impacted the left plane of V1.",3,12,"E",4," 12E",22
"215","V1 was traveling southbound approaching an intersection.  V2 was traveling",3,13,"F",1," 13F",22
"216","northbound on the same roadway.  As both vehicles crossed paths the front plane",3,13,"F",2," 13F",22
"217","of V1 contacted the front plane of V2.  V1 spun counter-clockwise and departed",3,13,"F",3," 13F",22
"218","the roadway. V1's front plane contacted a fence and building that's located",3,13,"F",4," 13F",22
"219","approximately 20 meters from the northwest corner of the intersection.",3,13,"F",5," 13F",22
"220","V1 was traveling southbound on a divided roadway when the driver reportedly lost",3,14,"G",1," 14G",22
"221","partial braking and steering function. V1 rotated clockwise and departed the",3,14,"G",2," 14G",22
"222","east side of the street. While off the roadway, V1's front end and left side",3,14,"G",3," 14G",22
"223","contacted a metal guardrail before arriving at final rest.",3,14,"G",4," 14G",22
"224","V1 was northbound on a two way roadway with two lanes of travel in each",3,15,"H",1," 15H",22
"225","direction and intended to turn left heading west at an intersection.  V2 was",3,15,"H",2," 15H",22
"226","traveling south on a same roadway intending to go straight.  At the intersection",3,15,"H",3," 15H",22
"227","of the above roadways the frontal plane of V1 impacted the frontal plane of V2.",3,15,"H",4," 15H",22
"228","V1 was traveling eastbound on a two-way roadway with a single lane of travel in",3,16,"C",1," 16C",22
"229","each direction.  On this roadway V1 lost control and departed the roadway on the",3,16,"C",2," 16C",22
"230","right side and impacted a tree with its frontal plane located off the south",3,16,"C",3," 16C",22
"231","side of the road.  V1 then came to final rest impacting a second tree with its",3,16,"C",4," 16C",22
"232","left side plane.",3,16,"C",5," 16C",22
"233","V1 was traveling westbound on the entrance ramp of a physically divided two way",3,17,"E",1," 17E",22
"234","roadway with three lanes in each direction.  V2 was also traveling in the same",3,17,"E",2," 17E",22
"235","direction behind V1.  On this roadway the frontal plane of V2 impacted the rear",3,17,"E",3," 17E",22
"236","plane of V1.",3,17,"E",4," 17E",22
"237","V1 was traveling westbound on a two-way roadway with one lane in each direction.",3,18,"F",1," 18F",22
"238","V2 was traveling southbound on a one-way roadway with one lane of travel.  At",3,18,"F",2," 18F",22
"239","the intersection, the front plane of V1 impacted the left plane of V2.",3,18,"F",3," 18F",22
"240","V1 was traveling northbound in lane two of a divided two-way roadway with three",3,19,"H",1," 19H",22
"241","lanes in each direction.  V2 was traveling southbound in lane three of the same",3,19,"H",2," 19H",22
"242","roadway and attempting to make a left turn at an intersection. The front plane",3,19,"H",3," 19H",22
"243","of V1 impacted the right plane of V2.",3,19,"H",4," 19H",22
"244","Both V1 and V2 were stopped in traffic facing northeast. V1 was positioned ahead",3,20,"F",1," 20F",22
"245","of V2. V3 was traveling on the same roadway directly behind V2. As V3",3,20,"F",2," 20F",22
"246","approached V2's location its front plane contacted the back plane of V2. V2's",3,20,"F",3," 20F",22
"247","front plane then contacted V1's back plane.",3,20,"F",4," 20F",22
"248","V1 was traveling westbound in lane two of a divided two-way roadway with three",3,21,"F",1," 21F",22
"249","lanes in each direction, and a divided service lane.  V2 was traveling",3,21,"F",2," 21F",22
"250","southbound on a one-way roadway with one lane in each direction.  At the",3,21,"F",3," 21F",22
"251","intersection, the front plane of V1 impacted the left plane of V2.",3,21,"F",4," 21F",22
"252","V1 was traveling southbound on a two-way roadway with a single lane of travel in",3,22,"G",1," 22G",22
"253","each direction.  V2 was traveling northbound on the same roadway.  On this",3,22,"G",2," 22G",22
"254","roadway the frontal plane of V1 impacted the frontal plane of V2.",3,22,"G",3," 22G",22
"255","V1 was traveling northbound in the right lane of a one-way, three lane roadway.",3,23,"H",1," 23H",22
"256","V2 and V3 were stopped in the right lane.  V1 frontal plane  impacted the rear",3,23,"H",2," 23H",22
"257","plane of V2.  Then the frontal plane of V1 also contacted the rear plane of V3.",3,23,"H",3," 23H",22
"258","V1 was traveling westbound in lane one of a two-way roadway with one lane in",3,24,"F",1," 24F",22
"259","each direction.  V2 was traveling eastbound on the same roadway.  V2 swerved",3,24,"F",2," 24F",22
"260","into the westbound lanes where the front plane impacted the front plane of V1.",3,24,"F",3," 24F",22
"261","V1 was traveling northbound in the left lane on a one-way two lane roadway.  V2",3,25,"F",1," 25F",22
"262","was stopped northbound in the left lane on the same roadway.  V3 was also",3,25,"F",2," 25F",22
"263","stopped northbound in front of V2.  The front plane of V1 impacted the rear",3,25,"F",3," 25F",22
"264","plane of V2.  This caused the front plane of V2 to impact the rear plane of V3.",3,25,"F",4," 25F",22
"265","V1 was traveling eastbound in lane one of a divided two-way roadway with three",3,26,"H",1," 26H",22
"266","lanes in each direction.  V2 was traveling on lane two of the same roadway.  V2",3,26,"H",2," 26H",22
"267","attempted to change lanes to the right when the right plane of V2 impacted the",3,26,"H",3," 26H",22
"268","left plane of V1.  Then the left/front wheel of V1 impacted the curb and the",3,26,"H",4," 26H",22
"269","front plane impacted a wood utility pole. V1 then sideswiped a tree with its",3,26,"H",5," 26H",22
"270","left plane.",3,26,"H",6," 26H",22
"271","V1 was traveling northbound in the left lane of a two way divided roadway with",3,27,"F",1," 27F",22
"272","four lanes of travel and one lane of travel in the southbound roadway.  V2 was",3,27,"F",2," 27F",22
"273","traveling eastbound on a one way roadway with a single lane of travel.  At the",3,27,"F",3," 27F",22
"274","intersection of the above roadways the frontal plane of V1 impacted the right",3,27,"F",4," 27F",22
"275","side plane of V2.",3,27,"F",5," 27F",22
"276","V1 was traveling eastbound in lane two of a two-way roadway with two lanes in",3,28,"G",1," 28G",22
"277","each direction, and a divided service lane.  V2 was traveling eastbound in lane",3,28,"G",2," 28G",22
"278","two of the same roadway.  At the intersection, V2 attempted to pass V1 on the",3,28,"G",3," 28G",22
"279","westbound lanes when the front plane of V2 impacted the left plane of V1, and",3,28,"G",4," 28G",22
"280","then the right plane of V2 impacted the left plane of V2.",3,28,"G",5," 28G",22
"281","V1 was traveling westbound in the right lane of a physically divided two-way",3,29,"H",1," 29H",22
"282","roadway with three lanes in each direction.  V2 was also traveling westbound in",3,29,"H",2," 29H",22
"283","the middle lane of the same roadway.  On this roadway V1 contacted the metal",3,29,"H",3," 29H",22
"284","guardrail with its right side plane.  V1 then impacted the rear plane of V2 with",3,29,"H",4," 29H",22
"285","its frontal plane.",3,29,"H",5," 29H",22
"286","V2 was traveling northbound in stop and go traffic. V1 was traveling northbound",3,30,"E",1," 30E",22
"287","directly behind V2. As V2 stopped for traffic the front plane of V1 contacted",3,30,"E",2," 30E",22
"288","the rear plane of V2.",3,30,"E",3," 30E",22
"289","V1 was traveling southbound on a two-way roadway with a single lane of travel in",3,31,"E",1," 31E",22
"290","each direction.  V2, V3 and V4 were all parked heading southbound on the same",3,31,"E",2," 31E",22
"291","roadway. The front plane of V1 impacted the rear plane of V2.  This caused the",3,31,"E",3," 31E",22
"292","front plane of V2 to impact the rear plane of V3.  In turn, this caused the",3,31,"E",4," 31E",22
"293","front plane of V3 to impact the rear plane of V4.",3,31,"E",5," 31E",22
"294","V1 was traveling northbound on a one-way roadway with one lane of travel.  V2",3,32,"F",1," 32F",22
"295","was traveling westbound on a two-way intersecting roadway with one lane in each",3,32,"F",2," 32F",22
"296","direction.  At the intersection, the front of V1 impacted the left of V2.",3,32,"F",3," 32F",22
"297","V1 was traveling westbound in lane three of a physical divided two-way roadway",3,33,"G",1," 33G",22
"298","with three lanes in each direction.  V2 was traveling in lane two of the same",3,33,"G",2," 33G",22
"299","roadway.  V1 attempted to change lanes from lane three to lane two, when the",3,33,"G",3," 33G",22
"300","right plane of V1 impacted the left plane of V2.",3,33,"G",4," 33G",22
"301","V1 was traveling northbound on a two way roadway with a single lane of travel in",3,34,"C",1," 34C",22
"302","each direction.  On this roadway the frontal plane of V1 impacted an elevated",3,34,"C",2," 34C",22
"303","train pillar.",3,34,"C",3," 34C",22
"304","V1 was southbound on a two-way roadway with one lane in each direction.  V2 was",3,35,"E",1," 35E",22
"305","traveling westbound on a two-way intersecting roadway with one lane in each",3,35,"E",2," 35E",22
"306","direction.  At the intersection, the front plane of V1 impacted the front plane",3,35,"E",3," 35E",22
"307","of V2.",3,35,"E",4," 35E",22
"308","V1 was traveling southbound on a two way roadway with two lanes of travel in",3,36,"F",1," 36F",22
"309","each direction.  V2 was in a parking lane facing southbound attempting to enter",3,36,"F",2," 36F",22
"310","the roadway.  The left front of V2 impacted the right side of V1.",3,36,"F",3," 36F",22
"311","V1 was traveling eastbound in lane three of a physically divided two-way roadway",3,37,"E",1," 37E",22
"312","with three lanes in each direction.  V2 was traveling on the same roadway",3,37,"E",2," 37E",22
"313","behind V1.  V1 was slowing down for traffic when the front plane of V2 impacted",3,37,"E",3," 37E",22
"314","the back plane of V1.",3,37,"E",4," 37E",22
"315","V1 was traveling southbound in the left lane on a physically divided two-way",3,38,"F",1," 38F",22
"316","roadway with three lanes in each direction.  V2 was traveling westbound on a",3,38,"F",2," 38F",22
"317","two-way intersecting roadway with a single lane of travel in each direction.  At",3,38,"F",3," 38F",22
"318","the intersection of the above roadways the frontal plane of V2 impacted the",3,38,"F",4," 38F",22
"319","left  plane of V1.  This caused the frontal plane of V1 to impact a breakaway",3,38,"F",5," 38F",22
"320","light pole, metal guardrail and a chain link fence all located on the southwest",3,38,"F",6," 38F",22
"321","corner.",3,38,"F",7," 38F",22
