"","VERSION","TEXT71","PSU","CASENO","STRATIF","LINENO","CASEID"
"59",23,"The front of V1 contacted the front of V2.  Both vehicles rotated and V2 went",2,20,"J",2," 20J"
"60",23,"off the right side of the road backwards.  The back of V2 contacted a wire stock",2,20,"J",3," 20J"
"61",23,"fence.",2,20,"J",4," 20J"
"62",23,"V1 traveling on a roadway.  V1 goes off the right side of the roadway and",2,21,"D",1," 21D"
"63",23,"strikes trees.  V1 continues and strikes a tree with its left side.",2,21,"D",2," 21D"
"64",23,"V1 traveling on a roadway.  V2 backing from crossing street.  The front of V1",2,22,"E",1," 22E"
"65",23,"contacted the back of V2.",2,22,"E",2," 22E"
"66",23,"V1, V2 and V3 traveling on a roadway.  V2 was ahead of V1 and V3 ahead of V2.",2,23,"F",1," 23F"
"67",23,"The front of V1 contacted the back of V2.  The front of V2 contacted the back of",2,23,"F",2," 23F"
"68",23,"V3.",2,23,"F",3," 23F"
"69",23,"Vehicle 1 was traveling north.  V1 went off the right side of the road.  The",2,24,"F",1," 24F"
"70",23,"front of the vehicle struck a snow bank.  The vehicle ascended the snow bank and",2,24,"F",2," 24F"
"71",23,"overturned.  The vehicle came to rest on its right side.",2,24,"F",3," 24F"
"72",23,"V1 traveling on a curve to the left rural two lane, two directional roadway.  V1",2,25,"G",1," 25G"
"73",23,"went off the right side of the roadway and struck a tree with its front.  V1",2,25,"G",2," 25G"
"74",23,"continued and struck two small trees with its front.",2,25,"G",3," 25G"
"75",23,"Vehicle 1 was traveling north and Vehicle 2 was traveling east. The right side",2,26,"H",1," 26H"
"76",23,"of V2 was contacted by the front of V1. V2 was rotated and the right side of V2",2,26,"H",2," 26H"
"77",23,"contacted the left side of V1.",2,26,"H",3," 26H"
"78",23,"V1 was traveling south on a roadway.  V1 went off the right side of the road,",2,27,"E",1," 27E"
"79",23,"struck a shrub with its right side, continued and struck an 8 cm diameter",2,27,"E",2," 27E"
"80",23,"sapling with its front.  V1 continued and struck a 15 cm diameter tree with its",2,27,"E",3," 27E"
"81",23,"front.  V1 rotated counterclockwise and rolled over two quarter turns to the",2,27,"E",4," 27E"
"82",23,"right and came to rest on its roof.",2,27,"E",5," 27E"
"83",23,"Vehicles 1, 2 and 3 were traveling west with V1 ahead of V2 and V2 ahead of V3.",2,28,"F",1," 28F"
"84",23,"The front of V3 contacted the back of V2.  V2 was propelled forward and the",2,28,"F",2," 28F"
"85",23,"front of V2 contacted the back of V1.  The back of V2 then contacted the front",2,28,"F",3," 28F"
"86",23,"of V3.",2,28,"F",4," 28F"
"87",23,"Vehicle 1 was traveling west.  V1 went off the right side of the road.  The",2,29,"H",1," 29H"
"88",23,"right side of the vehicle swiped a 16 cm post and the vehicle continued off the",2,29,"H",2," 29H"
"89",23,"road.  The right side of the vehicle then swiped a 40 cm diameter tree and",2,29,"H",3," 29H"
"90",23,"deflected to the left.  The front of the vehicle passed under an overhanging",2,29,"H",4," 29H"
"91",23,"rural mail box and the hood was scratched.  The vehicle continued to travel",2,29,"H",5," 29H"
"92",23,"westward and came to rest back on the roadway.",2,29,"H",6," 29H"
"93",23,"V1 traveling south on a roadway.  V2 traveling east on a roadway.  The front of",2,30,"H",1," 30H"
"94",23,"V1 contacted the left side of V2.",2,30,"H",2," 30H"
"95",23,"Vehicle 1 was traveling east and vehicle 2 was traveling east to the rear of V1.",2,31,"F",1," 31F"
"96",23,"V1 started to turn left as V2 was passing.  The left side of V1 was contacted",2,31,"F",2," 31F"
"97",23,"by the front of V2",2,31,"F",3," 31F"
"98",23,"V1 traveling east on a roadway.  V2 traveling south turning left.  The front of",2,32,"H",1," 32H"
"99",23,"V2 contacted the left side of V1.",2,32,"H",2," 32H"
"100",23,"Vehicle 1 was traveling north.  V1 went off the right side of the road and the",2,33,"H",1," 33H"
"101",23,"front of the vehicle struck a 33 cm diameter tree.  An unknown object then",2,33,"H",2," 33H"
"102",23,"struck the windshield of the vehicle.",2,33,"H",3," 33H"
"103",23,"V1 traveling west on a roadway.  V1 went off the right side of the roadway,",2,34,"D",1," 34D"
"104",23,"struck a large boulder and bushes with its front.  V1 continued and struck a",2,34,"D",2," 34D"
"105",23,"large bush with its right side.",2,34,"D",3," 34D"
"106",23,"V1 traveling on a roadway.  V1 went off the left side of the roadway and struck",2,35,"E",1," 35E"
"107",23,"a culvert headwall with its front.",2,35,"E",2," 35E"
"108",23,"Vehicle 1 was traveling east and vehicle 2 was traveling west on the same two",2,36,"H",1," 36H"
"109",23,"lane roadway.  The front of V1 contacted the left side of V2.  Both vehicles",2,36,"H",2," 36H"
"110",23,"rotated and V1 went partially off the north side of the road.  V2 went partially",2,36,"H",3," 36H"
"111",23,"off the south side of the road",2,36,"H",4," 36H"
"112",23,"V1 was traveling south on a roadway.  V1 went off the right side of the roadway",2,37,"F",1," 37F"
"113",23,"and contacted a guardrail with its front.",2,37,"F",2," 37F"
"114",23,"V1 was traveling south on the roadway.  V1 went off the right side of the",2,38,"F",1," 38F"
"115",23,"roadway, rotated clockwise and struck an embankment and then a sapling with its",2,38,"F",2," 38F"
"116",23,"left side.",2,38,"F",3," 38F"
"117",23,"Vehicle 1 was traveling north on a two lane, two way, curev to the left,",2,39,"H",1," 39H"
"118",23,"roadway.  An animal entered the roadway from the left.  V1 went off the right",2,39,"H",2," 39H"
"119",23,"side of the road and struck a snow bank.",2,39,"H",3," 39H"
"120",23,"Vehicle 1 was traveling north.  V1 went off the left side of the road.  The",2,40,"H",1," 40H"
"121",23,"front of V1 struck 4 rural mailboxes mounted on a 9 by 9 cm post.  The front of",2,40,"H",2," 40H"
"122",23,"the vehicle then struck the down turned end of a metal guardrail and the vehicle",2,40,"H",3," 40H"
"123",23,"mounted the guardrail.  The vehicle continued to travel north on the guardrail",2,40,"H",4," 40H"
"124",23,"and then dismounted the guardrail.  The front of V1 struck a 10 cm diameter",2,40,"H",5," 40H"
"125",23,"clump of trees and then the right side of the vehicle swiped a 26 cm diameter",2,40,"H",6," 40H"
"126",23,"clump of trees.",2,40,"H",7," 40H"
"127",23,"V1 was traveling northbound turning left.  V2 was traveling eastbound.  The",3,1,"F",1,"  1F"
"128",23,"frontal plane of V2 impacted the left side plane of V1.",3,1,"F",2,"  1F"
"129",23,"V1 was traveling westbound on a one way roadway with a single lane of travel.",3,2,"F",1,"  2F"
"130",23,"V2 was also traveling on the same roadway behind V1.  On this roadway the left",3,2,"F",2,"  2F"
"131",23,"side plane of V2 sideswiped the right side plane of V1.",3,2,"F",3,"  2F"
"132",23,"V1 was traveling eastbound in the middle lane of a physically divided two-way",3,3,"G",1,"  3G"
"133",23,"roadway with three lanes of travel in each direction.  V2 was also traveling",3,3,"G",2,"  3G"
"134",23,"eastbound in the right lane of the same roadway.  V3 was traveling on the same",3,3,"G",3,"  3G"
"135",23,"roadway in front of V1.  On this roadway the left side plane of V2 impacted the",3,3,"G",4,"  3G"
"136",23,"right side plane of V1.  This caused V2 to impact the rear plane of V3 with its",3,3,"G",5,"  3G"
"137",23,"right side plane.",3,3,"G",6,"  3G"
"138",23,"V1 was traveling eastbound.  V2 was traveling southbound.  V3 was northbound",3,4,"F",1,"  4F"
"139",23,"and stopped.  V4 was traveling northbound and stopped. The front plane of V1",3,4,"F",2,"  4F"
"140",23,"impacted right plane of V2, then the front plane of V2 impacted V4 on the left",3,4,"F",3,"  4F"
"141",23,"plane and then the front of V2 impacted the right plane of V3.",3,4,"F",4,"  4F"
"142",23,"V1 was traveling southbound on a one-way roadway with one lane of travel.  V2",3,5,"F",1,"  5F"
"143",23,"was traveling westbound on a two-way roadway with one lane in each direction.",3,5,"F",2,"  5F"
"144",23,"At the intersection, the front plane of V1 impacted the right plane of V2.",3,5,"F",3,"  5F"
"145",23,"V1 was traveling eastbound in the right lane of a physically divided two-way",3,6,"G",1,"  6G"
"146",23,"roadway with three lanes in each direction.  V2 was also traveling eastbound in",3,6,"G",2,"  6G"
"147",23,"the right lane behind V1 on the same roadway.  On this roadway the frontal plane",3,6,"G",3,"  6G"
"148",23,"of V2 impacted the rear plane of V1.",3,6,"G",4,"  6G"
"149",23,"V1 was traveling westbound on a one-way roadway with a single lane of travel.",3,7,"H",1,"  7H"
"150",23,"V2 was traveling northbound on a two-way roadway with a single lane of travel in",3,7,"H",2,"  7H"
"151",23,"each direction.  At the intersection of the above roadways the frontal plane of",3,7,"H",3,"  7H"
"152",23,"V1 impacted the right side plane of V2.",3,7,"H",4,"  7H"
"153",23,"V1 was traveling southbound in the right lane of a one way roadway with three",3,8,"E",1,"  8E"
"154",23,"lanes of travel.  V2 was also traveling on the same roadway behind V1.  V1",3,8,"E",2,"  8E"
"155",23,"stopped for a non-contact vehcile to leave a parking spot.  The frontal plane of",3,8,"E",3,"  8E"
"156",23,"V2 impacted the rear plane of V1.",3,8,"E",4,"  8E"
"157",23,"V1 was traveling southbound on a two-way roadway with one lane in each",3,9,"F",1,"  9F"
"158",23,"direction.  V2 was traveling eastbound with one lane in each direction.  V3 was",3,9,"F",2,"  9F"
"159",23,"parked and unoccupied on the southeast corner.  At the intersection, the front",3,9,"F",3,"  9F"
"160",23,"plane of V1 impacted the left plane of V2, and then the front plane of V2",3,9,"F",4,"  9F"
"161",23,"impacted the back plane of V3.",3,9,"F",5,"  9F"
"162",23,"V1 was traveling southbound on a one-way roadway with one lane of travel.  V2",3,10,"H",1," 10H"
"163",23,"was traveling westbound on a two-way roadway with one lane in each direction.",3,10,"H",2," 10H"
"164",23,"At the intersection, the front plane of V1 impacted the right plane of V2.",3,10,"H",3," 10H"
"165",23,"V1 was traveling westbound.  V2 was traveling southbound.  At the intersection,",3,11,"D",1," 11D"
"166",23,"V2 attempted to make a left turn, when the front plane of V1 impacted the left",3,11,"D",2," 11D"
"167",23,"plane of V2.",3,11,"D",3," 11D"
"168",23,"V1 was traveling west in the middle lane of a physically divided two way roadway",3,12,"F",1," 12F"
"169",23,"with three lanes in each direction.  On this roadway the frontal plane of V1",3,12,"F",2," 12F"
"170",23,"impacted a metal guardrail on the right shoulder. V1 had just completed a curve",3,12,"F",3," 12F"
"171",23,"to the left in the roadway..",3,12,"F",4," 12F"
"172",23,"V1 was traveling northbound on a two-way roadway with a single lane of travel in",3,13,"F",1," 13F"
"173",23,"each direction.  V2 was traveling westbound on a one-way roadway with a single",3,13,"F",2," 13F"
"174",23,"lane of travel.  At the intersection of the above roadways the frontal plane of",3,13,"F",3," 13F"
"175",23,"V1 impacted the left side plane of V2.  This caused the right side plane of V1",3,13,"F",4," 13F"
"176",23,"to impact a sign post located on the northwest corner.",3,13,"F",5," 13F"
"177",23,"V1 and V2 were traveling west in the right lane of a physically divided two-way",3,14,"D",1," 14D"
"178",23,"roadway with three lanes in each direction.  On this roadway the front plane of",3,14,"D",2," 14D"
"179",23,"V1 impacted the rear plane of V2.  This caused the right side of V2 to impact",3,14,"D",3," 14D"
"180",23,"the guardrail located on the right side of the roadway.",3,14,"D",4," 14D"
"181",23,"V1 was traveling southbound on a two-way roadway with one lane in each",3,15,"D",1," 15D"
"182",23,"direction.  V2 was traveling westbound on a divided one-way service lane of a",3,15,"D",2," 15D"
"183",23,"divided two-way roadway.  V3 was traveling westbound on lane one of a divided",3,15,"D",3," 15D"
"184",23,"two-way roadway with three lanes in each direction, a left turning lane, and a",3,15,"D",4," 15D"
"185",23,"divided service lane.  At the intersection, the front plane of V1 impacted the",3,15,"D",5," 15D"
"186",23,"right plane of V2, V2 rotated clockwise and then the front plane of V3 impacted",3,15,"D",6," 15D"
"187",23,"the front plane of V1.",3,15,"D",7," 15D"
"188",23,"V1 was traveling west in lane three of a physically divided two-way roadway with",3,16,"F",1," 16F"
"189",23,"three lanes in each direction.  V1 lost control and the vehicle front plane",3,16,"F",2," 16F"
"190",23,"impacted a concrete barrier. Then the vehicle rotated counter-clockwise, and",3,16,"F",3," 16F"
"191",23,"impacted the same concrete barrier with the back plane.",3,16,"F",4," 16F"
"192",23,"V1 was traveling south.  V2 was traveling east.  The frontal plane of V2",3,17,"H",1," 17H"
"193",23,"impacted the right side of V1.",3,17,"H",2," 17H"
"194",23,"V1 was traveling northbound.  V2 was traveling southbound. V2 attempted to make",3,18,"D",1," 18D"
"195",23,"a left-turn, when the front plane of V1 impacted the right plane of V2.",3,18,"D",2," 18D"
"196",23,"V1 was traveling northbound on a one-way roadway with a single lane of travel.",3,19,"F",1," 19F"
"197",23,"V2 was traveling westbound on a two-way roadway with a single lane of travel in",3,19,"F",2," 19F"
"198",23,"each direction.  At the intersection of the above roadways the frontal plane of",3,19,"F",3," 19F"
"199",23,"V1 impacted the left side plane of V2. This caused V1 to impact the iron fence",3,19,"F",4," 19F"
"200",23,"located on the northwest corner with its frontal plane.",3,19,"F",5," 19F"
"201",23,"V1 was traveling westbound in the left hand turning lane of a two way roadway",3,20,"H",1," 20H"
"202",23,"with two lanes of travel in each direction and a left turning lane.   V2 was",3,20,"H",2," 20H"
"203",23,"traveling on the same roadway in the left lane next to V1.  On this roadway the",3,20,"H",3," 20H"
"204",23,"left side plane of V2 impacted the right side plane of V1.",3,20,"H",4," 20H"
"205",23,"V1 was traveling northbound on a one-way roadway with one lane of travel.  V2",3,21,"H",1," 21H"
"206",23,"was traveling westbound on a one-way roadway with one lane of travel.  At the",3,21,"H",2," 21H"
"207",23,"intersection, the front plane of V2 impacted the right plane of V1.",3,21,"H",3," 21H"
"208",23,"V1 was traveling southbound in the left lane of a two-way physically divided",3,22,"D",1," 22D"
"209",23,"roadway with three lanes of travel in each direction.  V2 was traveling on the",3,22,"D",2," 22D"
"210",23,"same roadway behind V1.  On this roadway the rear plane of V1 was impacted by",3,22,"D",3," 22D"
"211",23,"the frontal plane of V2.",3,22,"D",4," 22D"
"212",23,"V1 was traveling eastbound on a two-way roadway with four lanes in each",3,23,"F",1," 23F"
"213",23,"direction.  V2 was traveling on the same roadway behind V1.  The front plane of",3,23,"F",2," 23F"
"214",23,"V2 impacted the back plane of V1.",3,23,"F",3," 23F"
"215",23,"V1 was traveling southbound on a one-way roadway with one lane of travel.  V2",3,24,"H",1," 24H"
"216",23,"was parked on the southwest corner of the intersection.  The driver of V1 lost",3,24,"H",2," 24H"
"217",23,"control and the front plane of V1 impacted the back plane of V2.",3,24,"H",3," 24H"
"218",23,"V1 was traveling northbound on a two-way roadway with one lane in each",3,25,"F",1," 25F"
"219",23,"direction.  V2 was traveling southbound on the same roadway.  At the",3,25,"F",2," 25F"
"220",23,"intersection, V2 attempted to make a left turn when the front plane of V1",3,25,"F",3," 25F"
"221",23,"impacted the right plane of V2.",3,25,"F",4," 25F"
"222",23,"V1 was traveling northbound in the center lane of a physically divided two-way",3,26,"F",1," 26F"
"223",23,"roadway with three lanes in each direction.  On this roadway V1 lost control and",3,26,"F",2," 26F"
"224",23,"impacted the concrete center divider with its frontal plane.",3,26,"F",3," 26F"
"225",23,"V1 was traveling southbound on a two way roadway with three lanes of travel and",3,27,"H",1," 27H"
"226",23,"a left hand turning lane in each direction.  V2 was traveling westbound on a two",3,27,"H",2," 27H"
"227",23,"way roadway with a single lane of travel in each direction.  At the",3,27,"H",3," 27H"
"228",23,"intersection of the above roadways the frontal plane of V1 impacted the right",3,27,"H",4," 27H"
"229",23,"side plane of V2.",3,27,"H",5," 27H"
"230",23,"V1 was traveling eastbound in lane three.  V2 was traveling eastbound on lane",3,28,"F",1," 28F"
"231",23,"two of the same roadway.  V2 was cut off by an unknown vehicle when the driver",3,28,"F",2," 28F"
"232",23,"swerved onto lane three where the left plane of V2 impacted the right plane of",3,28,"F",3," 28F"
"233",23,"V1.  The front plane of V1 then impacted a concrete barrier and then impacted a",3,28,"F",4," 28F"
"234",23,"light pole.",3,28,"F",5," 28F"
"235",23,"V1 was traveling eastbound.  V2 was traveling northbound.  At the intersection",3,29,"F",1," 29F"
"236",23,"of the above roadways the frontal plane of V1 impacted the left side plane of",3,29,"F",2," 29F"
"237",23,"V2.",3,29,"F",3," 29F"
"238",23,"V1 was traveling westbound in the right lane of a two way roadway with two lanes",3,30,"F",1," 30F"
"239",23,"of travel in each direction and a left hand turn lane.  V2 was also traveling",3,30,"F",2," 30F"
"240",23,"westbound behind V1 on the same roadway.  On this roadway V2 impacted V1 on the",3,30,"F",3," 30F"
"241",23,"left side plane causing V1 to impact a firebox and a wooden utility pole with",3,30,"F",4," 30F"
"242",23,"its frontal plane located off the north side curb line along the east-west",3,30,"F",5," 30F"
"243",23,"roadway.",3,30,"F",6," 30F"
"244",23,"V1 was traveling westbound on a two-way roadway with one lane in each direction.",3,31,"H",1," 31H"
"245",23,"V2 was traveling westbound on the same roadway.  V3 was parked and unoccupied",3,31,"H",2," 31H"
"246",23,"on the parking lane of the westbound roadway.  At the intersection, V2 attempted",3,31,"H",3," 31H"
"247",23,"to make a U-turn, when the front plane of V1 impacted the left plane of V2,",3,31,"H",4," 31H"
"248",23,"then the front plane of V2 impacted the left plane of V3.",3,31,"H",5," 31H"
"249",23,"V1 was traveling eastbound in lane four of the roadway.  V2 was traveling",3,32,"E",1," 32E"
"250",23,"eastbound on lane three.  V3 was traveling eastbound on the same roadway behind",3,32,"E",2," 32E"
"251",23,"V1.  As traffic slowed, V3 attempted to change lanes from lane three to lane",3,32,"E",3," 32E"
"252",23,"two, when the front of V3 impacted the left plane of V2, then causing V2 to",3,32,"E",4," 32E"
"253",23,"overturn and impact the back of V1.  Then the front plane of V1 impacted the",3,32,"E",5," 32E"
"254",23,"center guardrail.",3,32,"E",6," 32E"
"255",23,"V1 was traveling westbound in the left lane of a physically divided two-way",3,33,"E",1," 33E"
"256",23,"roadway with three lanes in each direction.  V2, V3, V4 and V5 were all",3,33,"E",2," 33E"
"257",23,"traveling respectively behind V1 on the same roadway.  On this roadway the",3,33,"E",3," 33E"
"258",23,"frontal plane of V5 impacted the rear plane of V4.  This caused the frontal",3,33,"E",4," 33E"
"259",23,"plane of V4 to impact the rear plane of V3.  This in turn caused V3's frontal",3,33,"E",5," 33E"
"260",23,"plane to impact the rear plane of V2.  And finally the frontal plane of V2",3,33,"E",6," 33E"
"261",23,"impacted the rear plane of V1.",3,33,"E",7," 33E"
"262",23,"V1 was traveling southbound on lane one of a two-way roadway with four lanes in",3,34,"F",1," 34F"
"263",23,"each direction.  V2 was traveling southbound of lane two of the same roadway.",3,34,"F",2," 34F"
"264",23,"V3 was traveling on lane two northbound of the same roadway.  V4 was traveling",3,34,"F",3," 34F"
"265",23,"on lane two of the same roadway behind V3.  V1 attempted to change lanes, when",3,34,"F",4," 34F"
"266",23,"its left plane impacted the right plane of V2.  Then V2 crossed the median and",3,34,"F",5," 34F"
"267",23,"its left plane impacted the left plane of V3, and its left plane impacted the",3,34,"F",6," 34F"
"268",23,"left plane of V4.",3,34,"F",7," 34F"
"269",23,"V1 was traveling northbound on a two way roadway with a single lane of travel in",3,35,"F",1," 35F"
"270",23,"each direction.  On this roadway  V1 impacted a fallen tree with its frontal",3,35,"F",2," 35F"
"271",23,"plane.",3,35,"F",3," 35F"
"272",23,"V1 was eastbound.  V2 was northbound.  The front plane of V1 impacted the left",3,36,"E",1," 36E"
"273",23,"plane of V2, the V2 spun counter-clockwise and the front impacted a mailbox",3,36,"E",2," 36E"
"274",23,"located on the northeast corner of the intersection.",3,36,"E",3," 36E"
"275",23,"V1 was traveling east in lane two of a divided two-way roadway.  V2 was",3,37,"F",1," 37F"
"276",23,"traveling in lane three of a divided two-way intersecting roadway with three",3,37,"F",2," 37F"
"277",23,"lanes in each direction, and a divided service lane.  At the intersection, V2",3,37,"F",3," 37F"
"278",23,"attempted to make a left turn, and the front of V2 impacted the front of V1.",3,37,"F",4," 37F"
"279",23,"V1 was traveling eastbound.  V2 was traveling northbound.  The frontal plane of",3,38,"G",1," 38G"
"280",23,"V1 impacted the left side plane of V2.",3,38,"G",2," 38G"
"281",23,"V1 was traveling eastbound on a one-way roadway with one lane of travel.  V2 was",3,39,"E",1," 39E"
"282",23,"traveling southbound on a two-way roadway with one lane in each direction.  At",3,39,"E",2," 39E"
"283",23,"the intersection, the front plane of V1 impacted the right plane of V2.",3,39,"E",3," 39E"
"284",23,"V1 was traveling north on a two way roadway with a single lane of travel in each",3,40,"F",1," 40F"
"285",23,"direction.  V2 was in the right parking lane facing north, attempting to make a",3,40,"F",2," 40F"
"286",23,"u-turn to head south.  The frontal plane of V1 impacted the left side of V2.",3,40,"F",3," 40F"
"287",23,"V1 was traveling southbound on a one-way roadway in the center lane with three",3,41,"G",1," 41G"
"288",23,"lanes of travel.  V2 was in the left lane of the same roadway attempting to back",3,41,"G",2," 41G"
"289",23,"up and park in the left side parking lane.  V3 was legally parked in the",3,41,"G",3," 41G"
"290",23,"parking lane on the same roadway.  On this roadway the front plane of V1",3,41,"G",4," 41G"
"291",23,"impacted the right side plane of V2.  This caused V2 to impact the right side",3,41,"G",5," 41G"
"292",23,"plane of V3.",3,41,"G",6," 41G"
"293",23,"V1 was traveling south approaching a 4 way intersection.  V2 was facing south,",4,1,"D",1,"  1D"
"294",23,"stopped at the same intersection.  The front of V1 impacted the rear of V2.",4,1,"D",2,"  1D"
"295",23,"V1 was traveling south approaching a left curve.  V2 was traveling north",4,2,"F",1,"  2F"
"296",23,"negotiating the same curve.  The front left area of V2 impacted the front of V1",4,2,"F",2,"  2F"
"297",23,"in the southbound lane.  After the impact, V2 departed the roadway to the left",4,2,"F",3,"  2F"
"298",23,"side before coming to rest.",4,2,"F",4,"  2F"
"299",23,"V1 was traveling southbound passing through an intersection.  V2 was stopped in",4,3,"F",1,"  3F"
"300",23,"the eastbound travel lane at the intersection.  V3 was westbound approaching the",4,3,"F",2,"  3F"
"301",23,"same intersection.  The front of V1 impacted the right side of V3 in the",4,3,"F",3,"  3F"
"302",23,"intersection.  After this impact, V1 and V3 side slapped and V3 then rolled over",4,3,"F",4,"  3F"
"303",23,"on its left side.  V3 continued to slide on its left side with its front left",4,3,"F",5,"  3F"
"304",23,"front corner impacting the south curb and its undercarriage  striking V2 in the",4,3,"F",6,"  3F"
"305",23,"front.",4,3,"F",7,"  3F"
"306",23,"V1 was traveling South approaching a T intersection.  V2 was traveling North",4,4,"G",1,"  4G"
"307",23,"approaching the same intersection.  As V1 turned left at the intersection the",4,4,"G",2,"  4G"
"308",23,"front left corner of V1 struck the front left corner of V2",4,4,"G",3,"  4G"
"309",23,"V1 was traveling southbound passing through an intersection.  V2 was traveling",4,5,"H",1,"  5H"
"310",23,"northbound in the left turn lane approacing the same intersection.  The Front of",4,5,"H",2,"  5H"
